Variable2,Variable
Car_Its_Pro_Oth_Fos_Ene_Dem_Ind,Carbon Intensity|Production|Other|Fossil|Energy|Demand|Industry
Car_Its_Pro_Oth_Ind_Pro,Carbon Intensity|Production|Other|Industrial Processes
Car_Its_Pro_Pla,Carbon Intensity|Production|Plastics
Car_Its_Pro_Pla_Fos_Ene_Dem_Ind,Carbon Intensity|Production|Plastics|Fossil|Energy|Demand|Industry
Car_Its_Pro_Pla_Ind_Pro,Carbon Intensity|Production|Plastics|Industrial Processes
Car_Its_Pro_Pul_and_Pap,Carbon Intensity|Production|Pulp and Paper
Car_Its_Pro_Pul_and_Pap_Fos_Ene_Dem_Ind,Carbon Intensity|Production|Pulp and Paper|Fossil|Energy|Demand|Industry
Car_Its_Pro_Pul_and_Pap_Ind_Pro,Carbon Intensity|Production|Pulp and Paper|Industrial Processes
Car_Its_Pro_Ste,Carbon Intensity|Production|Steel
Car_Its_Pro_Ste_Fos_Ene_Dem_Ind,Carbon Intensity|Production|Steel|Fossil|Energy|Demand|Industry
Car_Its_Pro_Ste_Ind_Pro,Carbon Intensity|Production|Steel|Industrial Processes
Car_Seq_Fee,Carbon Sequestration|Feedstocks
Car_Seq_Fee_Bio,Carbon Sequestration|Feedstocks|Biomass
Car_Seq_Fee_Fos,Carbon Sequestration|Feedstocks|Fossil
Car_Seq_Lan_Use_Oth,Carbon Sequestration|Land Use|Other
Car_Uti_CCS_Bio_Ind,Carbon Utilization|CCS|Biomass|Industry
Car_Uti_CCS_Fos_Ind,Carbon Utilization|CCS|Fossil|Industry
Car_Uti_CCS_Ind,Carbon Utilization|CCS|Industry
Dis_rat_Eco,Discount rate|Economy
Dis_rat_Ele,Discount rate|Electricity
Dis_rat_Ene_Sup,Discount rate|Energy Supply
Dis_rat_Ind,Discount rate|Industry
Dis_rat_Mob,Discount rate|Mobility
Dis_rat_Res_and_Com,Discount rate|Residential and Commercial
Dis_rat_Soc,Discount rate|Social
Dis_rat_Tra_Inf,Discount rate|Transport Infrastructure
Eco_Fre,Ecotoxicity|Freshwater
Eco_Fre_Ele,Ecotoxicity|Freshwater|Electricity
Eco_Mar,Ecotoxicity|Marine
Eco_Mar_Ele,Ecotoxicity|Marine|Electricity
Eff_Frc,Effective Forcing
Eff_Frc_Aer,Effective Forcing|Aerosol
Eff_Frc_Aer_BC,Effective Forcing|Aerosol|BC
Eff_Frc_Aer_Bla_and_Org_Car,Effective Forcing|Aerosol|Black and Organic Carbon
Eff_Frc_Aer_Clo_Ind,Effective Forcing|Aerosol|Cloud Indirect
Eff_Frc_Aer_OC,Effective Forcing|Aerosol|OC
Eff_Frc_Aer_Oth,Effective Forcing|Aerosol|Other
Eff_Frc_Aer_Sul_Dir,Effective Forcing|Aerosol|Sulfate Direct
Eff_Frc_Alb_Cha_and_Min_Dus,Effective Forcing|Albedo Change and Mineral Dust
Eff_Frc_CH4,Effective Forcing|CH4
Eff_Frc_CO2,Effective Forcing|CO2
Eff_Frc_F-G,Effective Forcing|F-Gases
Eff_Frc_Kyo_Gas,Effective Forcing|Kyoto Gases
Eff_Frc_Mon_Gas,Effective Forcing|Montreal Gases
Eff_Frc_N2O,Effective Forcing|N2O
Eff_Frc_Oth,Effective Forcing|Other
Eff_Frc_Tro_Ozo,Effective Forcing|Tropospheric Ozone
Emi_BC_Ene_Dem_Res_and_Com_Com,Emissions|BC|Energy|Demand|Residential and Commercial|Commercial
Emi_BC_Ene_Dem_Res_and_Com_Res,Emissions|BC|Energy|Demand|Residential and Commercial|Residential
Emi_BC_Ene_Dem_Tra_Fre,Emissions|BC|Energy|Demand|Transportation|Freight
Emi_BC_Ene_Dem_Tra_Pss,Emissions|BC|Energy|Demand|Transportation|Passenger
Emi_C2F,Emissions|C2F6
Emi_C2F_AFO,Emissions|C2F6|AFOLU
Emi_C2F_AFO_Agr,Emissions|C2F6|AFOLU|Agriculture
Emi_C2F_AFO_Lan,Emissions|C2F6|AFOLU|Land
Emi_C2F_Ene,Emissions|C2F6|Energy
Emi_C2F_Ind_Pro,Emissions|C2F6|Industrial Processes
Emi_C2F_Was,Emissions|C2F6|Waste
Emi_CF4_AFO,Emissions|CF4|AFOLU
Emi_CF4_AFO_Agr,Emissions|CF4|AFOLU|Agriculture
Emi_CF4_AFO_Lan,Emissions|CF4|AFOLU|Land
Emi_CF4_Ene,Emissions|CF4|Energy
Emi_CF4_Ind_Pro,Emissions|CF4|Industrial Processes
Emi_CF4_Was,Emissions|CF4|Waste
Emi_CFC,Emissions|CFC
Emi_CFC_AFO,Emissions|CFC|AFOLU
Emi_CFC_AFO_Agr,Emissions|CFC|AFOLU|Agriculture
Emi_CFC_AFO_Lan,Emissions|CFC|AFOLU|Land
Emi_CFC_Ene,Emissions|CFC|Energy
Emi_CFC_Ind_Pro,Emissions|CFC|Industrial Processes
Emi_CFC_Was,Emissions|CFC|Waste
Emi_CH4_Ene_Dem_Res_and_Com_Com,Emissions|CH4|Energy|Demand|Residential and Commercial|Commercial
Emi_CH4_Ene_Dem_Res_and_Com_Res,Emissions|CH4|Energy|Demand|Residential and Commercial|Residential
Emi_CH4_Ene_Dem_Tra_Fre,Emissions|CH4|Energy|Demand|Transportation|Freight
Emi_CH4_Ene_Dem_Tra_Pss,Emissions|CH4|Energy|Demand|Transportation|Passenger
Emi_CH4_Ind_Pro_Che_Amm,Emissions|CH4|Industrial Processes|Chemicals|Ammonia
Emi_CH4_Ind_Pro_Che_Hig_val_che,Emissions|CH4|Industrial Processes|Chemicals|High value chemicals
Emi_CH4_Ind_Pro_Che_Met,Emissions|CH4|Industrial Processes|Chemicals|Methanol
Emi_CH4_Ind_Pro_Che_Oth,Emissions|CH4|Industrial Processes|Chemicals|Other
Emi_CH4_Ind_Pro_Non_met,Emissions|CH4|Industrial Processes|Non-ferrous metals
Emi_CH4_Ind_Pro_Oth,Emissions|CH4|Industrial Processes|Other
Emi_CH4_Ind_Pro_Pla,Emissions|CH4|Industrial Processes|Plastics
Emi_CH4_Ind_Pro_Pul_and_Pap,Emissions|CH4|Industrial Processes|Pulp and Paper
Emi_CH4_Ind_Pro_Ste,Emissions|CH4|Industrial Processes|Steel
Emi_CO_Ene_Dem_Res_and_Com_Com,Emissions|CO|Energy|Demand|Residential and Commercial|Commercial
Emi_CO_Ene_Dem_Res_and_Com_Res,Emissions|CO|Energy|Demand|Residential and Commercial|Residential
Emi_CO_Ene_Dem_Tra_Fre,Emissions|CO|Energy|Demand|Transportation|Freight
Emi_CO_Ene_Dem_Tra_Pss,Emissions|CO|Energy|Demand|Transportation|Passenger
Emi_CO2_Ene_Dem_Ind_Cem,Emissions|CO2|Energy|Demand|Industry|Cement
Emi_CO2_Ene_Dem_Ind_Che_Amm,Emissions|CO2|Energy|Demand|Industry|Chemicals|Ammonia
Emi_CO2_Ene_Dem_Ind_Che_Hig_val_che,Emissions|CO2|Energy|Demand|Industry|Chemicals|High value chemicals
Emi_CO2_Ene_Dem_Ind_Che_Met,Emissions|CO2|Energy|Demand|Industry|Chemicals|Methanol
Emi_CO2_Ene_Dem_Ind_Che_Oth,Emissions|CO2|Energy|Demand|Industry|Chemicals|Other
Emi_CO2_Ene_Dem_Ind_Non_met,Emissions|CO2|Energy|Demand|Industry|Non-ferrous metals
Emi_CO2_Ene_Dem_Ind_Pla,Emissions|CO2|Energy|Demand|Industry|Plastics
Emi_CO2_Ene_Dem_Ind_Ste,Emissions|CO2|Energy|Demand|Industry|Steel
Emi_CO2_Ene_Dem_Res_and_Com_Com,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial
Emi_CO2_Ene_Dem_Res_and_Com_Com_Edu,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial|Education
Emi_CO2_Ene_Dem_Res_and_Com_Com_Hea,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial|Health
Emi_CO2_Ene_Dem_Res_and_Com_Com_Heating,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial|Heating
Emi_CO2_Ene_Dem_Res_and_Com_Com_HeatingCok,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial|Heating|Cooking
Emi_CO2_Ene_Dem_Res_and_Com_Com_HeatingSpa,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial|Heating|Space
Emi_CO2_Ene_Dem_Res_and_Com_Com_HeatingWat,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial|Heating|Water
Emi_CO2_Ene_Dem_Res_and_Com_Com_Hot,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial|Hotels
Emi_CO2_Ene_Dem_Res_and_Com_Com_Ind_and_trd,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial|Industrial & trade
Emi_CO2_Ene_Dem_Res_and_Com_Com_Off,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial|Offices
Emi_CO2_Ene_Dem_Res_and_Com_Com_Res,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial|Restaurant
Emi_CO2_Ene_Dem_Res_and_Com_Res,Emissions|CO2|Energy|Demand|Residential and Commercial|Residential
Emi_CO2_Ene_Dem_Res_and_Com_Res_Heating,Emissions|CO2|Energy|Demand|Residential and Commercial|Residential|Heating
Emi_CO2_Ene_Dem_Res_and_Com_Res_HeatingCok,Emissions|CO2|Energy|Demand|Residential and Commercial|Residential|Heating|Cooking
Emi_CO2_Ene_Dem_Res_and_Com_Res_HeatingSpa,Emissions|CO2|Energy|Demand|Residential and Commercial|Residential|Heating|Space
Emi_CO2_Ene_Dem_Res_and_Com_Res_HeatingWat,Emissions|CO2|Energy|Demand|Residential and Commercial|Residential|Heating|Water
Emi_CO2_Ene_Dem_Res_and_Com_Res_Mul,Emissions|CO2|Energy|Demand|Residential and Commercial|Residential|Multi-family
Emi_CO2_Ene_Dem_Res_and_Com_Res_Sin_fam,Emissions|CO2|Energy|Demand|Residential and Commercial|Residential|Single family
Emi_CO2_Ene_Dem_Res_and_Com_Res_Slu,Emissions|CO2|Energy|Demand|Residential and Commercial|Residential|Slum
Emi_CO2_Ene_Dem_Tra_Avi_Fre,Emissions|CO2|Energy|Demand|Transportation|Aviation|Freight
Emi_CO2_Ene_Dem_Tra_Avi_Pss,Emissions|CO2|Energy|Demand|Transportation|Aviation|Passenger
Emi_CO2_Ene_Dem_Tra_Mar,Emissions|CO2|Energy|Demand|Transportation|Maritime
Emi_CO2_Ene_Dem_Tra_Mar_Fre,Emissions|CO2|Energy|Demand|Transportation|Maritime|Freight
Emi_CO2_Ene_Dem_Tra_Mar_Pss,Emissions|CO2|Energy|Demand|Transportation|Maritime|Passenger
Emi_CO2_Ene_Dem_Tra_Rai_Fre,Emissions|CO2|Energy|Demand|Transportation|Rail|Freight
Emi_CO2_Ene_Dem_Tra_Rai_Pss,Emissions|CO2|Energy|Demand|Transportation|Rail|Passenger
Emi_CO2_Ene_Dem_Tra_Roa_Fre,Emissions|CO2|Energy|Demand|Transportation|Road|Freight
Emi_CO2_Ene_Dem_Tra_Roa_Pss,Emissions|CO2|Energy|Demand|Transportation|Road|Passenger
Emi_CO2_Ene_Dem_Tra_Roa_Pss_2Wa,Emissions|CO2|Energy|Demand|Transportation|Road|Passenger|2W&3W
Emi_CO2_Ene_Dem_Tra_Roa_Pss_Bus,Emissions|CO2|Energy|Demand|Transportation|Road|Passenger|Bus
Emi_CO2_Ene_Dem_Tra_Roa_Pss_LDV,Emissions|CO2|Energy|Demand|Transportation|Road|Passenger|LDV
Emi_CO2_Ind_Pro_Cem,Emissions|CO2|Industrial Processes|Cement
Emi_CO2_Ind_Pro_Che_Amm,Emissions|CO2|Industrial Processes|Chemicals|Ammonia
Emi_CO2_Ind_Pro_Che_Hig_val_che,Emissions|CO2|Industrial Processes|Chemicals|High value chemicals
Emi_CO2_Ind_Pro_Che_Met,Emissions|CO2|Industrial Processes|Chemicals|Methanol
Emi_CO2_Ind_Pro_Che_Oth,Emissions|CO2|Industrial Processes|Chemicals|Other
Emi_CO2_Ind_Pro_Non_met,Emissions|CO2|Industrial Processes|Non-ferrous metals
Emi_CO2_Ind_Pro_Oth,Emissions|CO2|Industrial Processes|Other
Emi_CO2_Ind_Pro_Pla,Emissions|CO2|Industrial Processes|Plastics
Emi_CO2_Ind_Pro_Pul_and_Pap,Emissions|CO2|Industrial Processes|Pulp and Paper
Emi_CO2_Ind_Pro_Ste,Emissions|CO2|Industrial Processes|Steel
Emi_F-G,Emissions|F-Gases
Emissions_HFC_AFOLU,Emissions|HFC|AFOLU
Emissions_HFC_AFOLU_Agriculture,Emissions|HFC|AFOLU|Agriculture
Emissions_HFC_AFOLU_Land,Emissions|HFC|AFOLU|Land
Emissions_HFC_Energy,Emissions|HFC|Energy
Emissions_HFC_HFC43-10,Emissions|HFC|HFC43-10
Emissions_HFC_Industrial_Processes,Emissions|HFC|Industrial Processes
Emissions_HFC_Industrial_Processes_Chemicals,Emissions|HFC|Industrial Processes|Chemicals
Emissions_HFC_Industrial_Processes_Other,Emissions|HFC|Industrial Processes|Other
Emissions_HFC_Waste,Emissions|HFC|Waste
Emi_N2O_Ene_Dem_Res_and_Com_Com,Emissions|N2O|Energy|Demand|Residential and Commercial|Commercial
Emi_N2O_Ene_Dem_Res_and_Com_Res,Emissions|N2O|Energy|Demand|Residential and Commercial|Residential
Emi_N2O_Ene_Dem_Tra_Fre,Emissions|N2O|Energy|Demand|Transportation|Freight
Emi_N2O_Ene_Dem_Tra_Pss,Emissions|N2O|Energy|Demand|Transportation|Passenger
Emi_N2O_Ind_Pro_Non_met,Emissions|N2O|Industrial Processes|Non-ferrous metals
Emi_N2O_Ind_Pro_Oth,Emissions|N2O|Industrial Processes|Other
Emi_N2O_Ind_Pro_Pla,Emissions|N2O|Industrial Processes|Plastics
Emi_N2O_Ind_Pro_Ste,Emissions|N2O|Industrial Processes|Steel
Emi_NH3_Ene_Dem_Res_and_Com_Com,Emissions|NH3|Energy|Demand|Residential and Commercial|Commercial
Emi_NH3_Ene_Dem_Res_and_Com_Res,Emissions|NH3|Energy|Demand|Residential and Commercial|Residential
Emi_NH3_Ene_Dem_Tra_Fre,Emissions|NH3|Energy|Demand|Transportation|Freight
Emi_NH3_Ene_Dem_Tra_Pss,Emissions|NH3|Energy|Demand|Transportation|Passenger
Emi_NOx_Ene_Dem_Res_and_Com_Com,Emissions|NOx|Energy|Demand|Residential and Commercial|Commercial
Emi_NOx_Ene_Dem_Res_and_Com_Res,Emissions|NOx|Energy|Demand|Residential and Commercial|Residential
Emi_NOx_Ene_Dem_Tra_Fre,Emissions|NOx|Energy|Demand|Transportation|Freight
Emi_NOx_Ene_Dem_Tra_Pss,Emissions|NOx|Energy|Demand|Transportation|Passenger
Emi_OC_Ene_Dem_Res_and_Com_Com,Emissions|OC|Energy|Demand|Residential and Commercial|Commercial
Emi_OC_Ene_Dem_Res_and_Com_Res,Emissions|OC|Energy|Demand|Residential and Commercial|Residential
Emi_OC_Ene_Dem_Tra_Fre,Emissions|OC|Energy|Demand|Transportation|Freight
Emi_OC_Ene_Dem_Tra_Pss,Emissions|OC|Energy|Demand|Transportation|Passenger
Emi_PFC_C2F,Emissions|PFC|C2F6
Emi_PFC_C6F,Emissions|PFC|C6F14
Emi_PFC_CF4,Emissions|PFC|CF4
Emi_PFC_Ind_Pro,Emissions|PFC|Industrial Processes
Emi_PFC_Ind_Pro_Non_met,Emissions|PFC|Industrial Processes|Non-ferrous metals
Emi_PFC_Ind_Pro_Oth,Emissions|PFC|Industrial Processes|Other
Emi_PFC_Ind_Pro_Ste,Emissions|PFC|Industrial Processes|Steel
Emi_PM2,Emissions|PM2.5
Emi_SF6_AFO,Emissions|SF6|AFOLU
Emi_SF6_AFO_Agr,Emissions|SF6|AFOLU|Agriculture
Emi_SF6_AFO_Lan,Emissions|SF6|AFOLU|Land
Emi_SF6_Ene,Emissions|SF6|Energy
Emi_SF6_Ind_Pro,Emissions|SF6|Industrial Processes
Emi_SF6_Ind_Pro_Che,Emissions|SF6|Industrial Processes|Chemicals
Emi_SF6_Ind_Pro_Non_met,Emissions|SF6|Industrial Processes|Non-ferrous metals
Emi_SF6_Ind_Pro_Oth,Emissions|SF6|Industrial Processes|Other
Emi_SF6_Ind_Pro_Ste,Emissions|SF6|Industrial Processes|Steel
Emi_SF6_Was,Emissions|SF6|Waste
Emi_Sul_Ene_Dem_Res_and_Com_Com,Emissions|Sulfur|Energy|Demand|Residential and Commercial|Commercial
Emi_Sul_Ene_Dem_Res_and_Com_Res,Emissions|Sulfur|Energy|Demand|Residential and Commercial|Residential
Emi_Sul_Ene_Dem_Tra_Fre,Emissions|Sulfur|Energy|Demand|Transportation|Freight
Emi_Sul_Ene_Dem_Tra_Pss,Emissions|Sulfur|Energy|Demand|Transportation|Passenger
Emi_VOC_Ene_Dem_Res_and_Com_Com,Emissions|VOC|Energy|Demand|Residential and Commercial|Commercial
Emi_VOC_Ene_Dem_Res_and_Com_Res,Emissions|VOC|Energy|Demand|Residential and Commercial|Residential
Emi_VOC_Ene_Dem_Tra_Fre,Emissions|VOC|Energy|Demand|Transportation|Freight
Emi_VOC_Ene_Dem_Tra_Pss,Emissions|VOC|Energy|Demand|Transportation|Passenger
Emp_Ind,Employment|Industry
Emp_Ind_Ene_Int,Employment|Industry|Energy Intensive
Emp_Ind_Man,Employment|Industry|Manufacturing
Emp_Ski,Employment|Skilled
Emp_Uns,Employment|Unskilled
Emp_Uns_Rat,Employment|Unskilled|Rate
Ene_Ser_Res_and_Com_Com_Edu_Con,Energy Service|Residential and Commercial|Commercial|Education|Construction
Ene_Ser_Res_and_Com_Com_Edu_Con_cos,Energy Service|Residential and Commercial|Commercial|Education|Construction cost
Ene_Ser_Res_and_Com_Com_Edu_Con_rat,Energy Service|Residential and Commercial|Commercial|Education|Construction rate
Ene_Ser_Res_and_Com_Com_Edu_Flo_spa,Energy Service|Residential and Commercial|Commercial|Education|Floor space
Ene_Ser_Res_and_Com_Com_Edu_Ren_cos,Energy Service|Residential and Commercial|Commercial|Education|Renovation cost
Ene_Ser_Res_and_Com_Com_Edu_Ren_rat,Energy Service|Residential and Commercial|Commercial|Education|Renovation rate
Ene_Ser_Res_and_Com_Com_Flo_Spa,Energy Service|Residential and Commercial|Commercial|Floor Space
Ene_Ser_Res_and_Com_Com_Hea_Con,Energy Service|Residential and Commercial|Commercial|Health|Construction
Ene_Ser_Res_and_Com_Com_Hea_Con_cos,Energy Service|Residential and Commercial|Commercial|Health|Construction cost
Ene_Ser_Res_and_Com_Com_Hea_Con_rat,Energy Service|Residential and Commercial|Commercial|Health|Construction rate
Ene_Ser_Res_and_Com_Com_Hea_Flo_spa,Energy Service|Residential and Commercial|Commercial|Health|Floor space
Ene_Ser_Res_and_Com_Com_Hea_Ren_cos,Energy Service|Residential and Commercial|Commercial|Health|Renovation cost
Ene_Ser_Res_and_Com_Com_Hea_Ren_rat,Energy Service|Residential and Commercial|Commercial|Health|Renovation rate
Ene_Ser_Res_and_Com_Com_Hot_Con,Energy Service|Residential and Commercial|Commercial|Hotels|Construction
Ene_Ser_Res_and_Com_Com_Hot_Con_cos,Energy Service|Residential and Commercial|Commercial|Hotels|Construction cost
Ene_Ser_Res_and_Com_Com_Hot_Con_rat,Energy Service|Residential and Commercial|Commercial|Hotels|Construction rate
Ene_Ser_Res_and_Com_Com_Hot_Flo_spa,Energy Service|Residential and Commercial|Commercial|Hotels|Floor space
Ene_Ser_Res_and_Com_Com_Hot_Ren_cos,Energy Service|Residential and Commercial|Commercial|Hotels|Renovation cost
Ene_Ser_Res_and_Com_Com_Hot_Ren_rat,Energy Service|Residential and Commercial|Commercial|Hotels|Renovation rate
Ene_Ser_Res_and_Com_Com_Ind_and_trd_Con,Energy Service|Residential and Commercial|Commercial|Industrial & trade|Construction
Ene_Ser_Res_and_Com_Com_Ind_and_trd_Con_cos,Energy Service|Residential and Commercial|Commercial|Industrial & trade|Construction cost
Ene_Ser_Res_and_Com_Com_Ind_and_trd_Con_rat,Energy Service|Residential and Commercial|Commercial|Industrial & trade|Construction rate
Ene_Ser_Res_and_Com_Com_Ind_and_trd_Flo_spa,Energy Service|Residential and Commercial|Commercial|Industrial & trade|Floor space
Ene_Ser_Res_and_Com_Com_Ind_and_trd_Ren_cos,Energy Service|Residential and Commercial|Commercial|Industrial & trade|Renovation cost
Ene_Ser_Res_and_Com_Com_Ind_and_trd_Ren_rat,Energy Service|Residential and Commercial|Commercial|Industrial & trade|Renovation rate
Ene_Ser_Res_and_Com_Com_Off_Con,Energy Service|Residential and Commercial|Commercial|Offices|Construction
Ene_Ser_Res_and_Com_Com_Off_Con_cos,Energy Service|Residential and Commercial|Commercial|Offices|Construction cost
Ene_Ser_Res_and_Com_Com_Off_Con_rat,Energy Service|Residential and Commercial|Commercial|Offices|Construction rate
Ene_Ser_Res_and_Com_Com_Off_Flo_spa,Energy Service|Residential and Commercial|Commercial|Offices|Floor space
Ene_Ser_Res_and_Com_Com_Off_Ren_cos,Energy Service|Residential and Commercial|Commercial|Offices|Renovation cost
Ene_Ser_Res_and_Com_Com_Off_Ren_rat,Energy Service|Residential and Commercial|Commercial|Offices|Renovation rate
Ene_Ser_Res_and_Com_Com_Res_Con,Energy Service|Residential and Commercial|Commercial|Restaurant|Construction
Ene_Ser_Res_and_Com_Com_Res_Con_cos,Energy Service|Residential and Commercial|Commercial|Restaurant|Construction cost
Ene_Ser_Res_and_Com_Com_Res_Con_rat,Energy Service|Residential and Commercial|Commercial|Restaurant|Construction rate
Ene_Ser_Res_and_Com_Com_Res_Flo_spa,Energy Service|Residential and Commercial|Commercial|Restaurant|Floor space
Ene_Ser_Res_and_Com_Com_Res_Ren_cos,Energy Service|Residential and Commercial|Commercial|Restaurant|Renovation cost
Ene_Ser_Res_and_Com_Com_Res_Ren_rat,Energy Service|Residential and Commercial|Commercial|Restaurant|Renovation rate
Ene_Ser_Res_and_Com_Con_rat,Energy Service|Residential and Commercial|Construction rate
Ene_Ser_Res_and_Com_Ren_rat,Energy Service|Residential and Commercial|Renovation rate
Ene_Ser_Res_and_Com_Ren_cos,Energy Service|Residential and Commercial|Renovation cost
Ene_Ser_Res_and_Com_Con_cos,Energy Service|Residential and Commercial|Construction cost
Ene_Ser_Res_and_Com_Con,Energy Service|Residential and Commercial|Construction
Ene_Ser_Res_and_Com_Com_Ren_cos,Energy Service|Residential and Commercial|Commercial|Renovation cost
Ene_Ser_Res_and_Com_Com_Con_cos,Energy Service|Residential and Commercial|Commercial|Construction cost
Ene_Ser_Res_and_Com_Com_Con,Energy Service|Residential and Commercial|Commercial|Construction
Ene_Ser_Res_and_Com_Com_Con_rat,Energy Service|Residential and Commercial|Commercial|Construction rate
Ene_Ser_Res_and_Com_Com_Ren_rat,Energy Service|Residential and Commercial|Commercial|Renovation rate
Ene_Ser_Res_and_Com_Res_Ren_cos,Energy Service|Residential and Commercial|Residential|Renovation cost
Ene_Ser_Res_and_Com_Res_Con_cos,Energy Service|Residential and Commercial|Residential|Construction cost
Ene_Ser_Res_and_Com_Res_Con,Energy Service|Residential and Commercial|Residential|Construction
Ene_Ser_Res_and_Com_Res_Con_rat,Energy Service|Residential and Commercial|Residential|Construction rate
Ene_Ser_Res_and_Com_Res_Ren_rat,Energy Service|Residential and Commercial|Residential|Renovation rate
Ene_Ser_Res_and_Com_Res_Flo_Spa,Energy Service|Residential and Commercial|Residential|Floor Space
Ene_Ser_Res_and_Com_Res_Mul_Con,Energy Service|Residential and Commercial|Residential|Multi-family|Construction
Ene_Ser_Res_and_Com_Res_Mul_Con_cos,Energy Service|Residential and Commercial|Residential|Multi-family|Construction cost
Ene_Ser_Res_and_Com_Res_Mul_Con_rat,Energy Service|Residential and Commercial|Residential|Multi-family|Construction rate
Ene_Ser_Res_and_Com_Res_Mul_Flo_spa,Energy Service|Residential and Commercial|Residential|Multi-family|Floor space
Ene_Ser_Res_and_Com_Res_Mul_Ren_cos,Energy Service|Residential and Commercial|Residential|Multi-family|Renovation cost
Ene_Ser_Res_and_Com_Res_Mul_Ren_rat,Energy Service|Residential and Commercial|Residential|Multi-family|Renovation rate
Ene_Ser_Res_and_Com_Res_Sin_fam_Con,Energy Service|Residential and Commercial|Residential|Single family|Construction
Ene_Ser_Res_and_Com_Res_Sin_fam_Con_cos,Energy Service|Residential and Commercial|Residential|Single family|Construction cost
Ene_Ser_Res_and_Com_Res_Sin_fam_Con_rat,Energy Service|Residential and Commercial|Residential|Single family|Construction rate
Ene_Ser_Res_and_Com_Res_Sin_fam_Flo_spa,Energy Service|Residential and Commercial|Residential|Single family|Floor space
Ene_Ser_Res_and_Com_Res_Sin_fam_Ren_cos,Energy Service|Residential and Commercial|Residential|Single family|Renovation cost
Ene_Ser_Res_and_Com_Res_Sin_fam_Ren_rat,Energy Service|Residential and Commercial|Residential|Single family|Renovation rate
Ene_Ser_Res_and_Com_Res_Slu_Con,Energy Service|Residential and Commercial|Residential|Slum|Construction
Ene_Ser_Res_and_Com_Res_Slu_Con_cos,Energy Service|Residential and Commercial|Residential|Slum|Construction cost
Ene_Ser_Res_and_Com_Res_Slu_Con_rat,Energy Service|Residential and Commercial|Residential|Slum|Construction rate
Ene_Ser_Res_and_Com_Res_Slu_Flo_spa,Energy Service|Residential and Commercial|Residential|Slum|Floor space
Ene_Ser_Res_and_Com_Res_Slu_Ren_cos,Energy Service|Residential and Commercial|Residential|Slum|Renovation cost
Ene_Ser_Res_and_Com_Res_Slu_Ren_rat,Energy Service|Residential and Commercial|Residential|Slum|Renovation rate
Ene_Ser_Tra_Avi,Energy Service|Transportation|Aviation
Ene_Ser_Tra_Nav,Energy Service|Transportation|Navigation
Ene_Ser_Tra_Rai,Energy Service|Transportation|Rail
Ene_Ser_Tra_Roa,Energy Service|Transportation|Road
Eut_Mar,Eutrophication|Marine
Eut_Mar_Ele,Eutrophication|Marine|Electricity
Exp_hou_Ind,Expenditure|household|Industry
Exp_hou_Ser_Tel,Expenditure|household|Services|Telecommunications
Exp_hou_Ser_Wat_and_san,Expenditure|household|Services|Water & sanitation
Exp_Ind,Export|Industry
Exp_Ind_Ene,Export|Industry|Energy
Exp_Ind_Ene_Int,Export|Industry|Energy Intensive
Exp_Ind_Man,Export|Industry|Manufacturing
Fer_use_Nit_Ino,Fertilizer use|Nitrogen|Inorganic
Fer_use_Nit_Org,Fertilizer use|Nitrogen|Organic
Fer_use_Pho_Ino,Fertilizer use|Phosphorous|Inorganic
Fer_use_Pho_Org,Fertilizer use|Phosphorous|Organic
Fer_use_Pot_Ino,Fertilizer use|Potassium|Inorganic
Fer_use_Pot_Org,Fertilizer use|Potassium|Organic
Fin_Ene_exc_fee_Ind,Final Energy (excl. feedstocks)|Industry
Fin_Ene_exc_fee_Ind_Ele,Final Energy (excl. feedstocks)|Industry|Electricity
Fin_Ene_exc_fee_Ind_Gas,Final Energy (excl. feedstocks)|Industry|Gases
Fin_Ene_exc_fee_Ind_Gas_BioEne,Final Energy (excl. feedstocks)|Industry|Gases|Bioenergy
Fin_Ene_exc_fee_Ind_Gas_Fos,Final Energy (excl. feedstocks)|Industry|Gases|Fossil
Fin_Ene_exc_fee_Ind_Gas_Hyd_syn,Final Energy (excl. feedstocks)|Industry|Gases|Hydrogen synfuel
Fin_Ene_exc_fee_Ind_Heat,Final Energy (excl. feedstocks)|Industry|Heat
Fin_Ene_exc_fee_Ind_Hyd,Final Energy (excl. feedstocks)|Industry|Hydrogen
Fin_Ene_exc_fee_Ind_Liq,Final Energy (excl. feedstocks)|Industry|Liquids
Fin_Ene_exc_fee_Ind_Liq_BioEne,Final Energy (excl. feedstocks)|Industry|Liquids|Bioenergy
Fin_Ene_exc_fee_Ind_Liq_Fos,Final Energy (excl. feedstocks)|Industry|Liquids|Fossil
